,ABV,Coin,Market Cap,Percent Change,Price
142,ETP,Metaverse ETP,171364583.212,-2.69%,$3.30
143,NPXS,Pundi X,169417029.639,-1.47%,$0.001481
144,BAT,Basic Attenti...,162975373.865,-7.33%,$0.162975
145,STRAT,Stratis,152222259.73,-4.75%,$1.54
146,ETN,Electroneum,148592674.885,-24.04%,$0.018572
147,GNT,Golem,144936821.925,-2.58%,$0.151095
148,REP,Augur,142809481.855,-3.93%,$12.98
149,KMD,Komodo,132290384.372,1.51%,$1.20
150,ARDR,Ardor,131795923.153,1.69%,$0.131928
151,HOT,Holo,131123399.941,-7.28%,$0.000984
152,SNT,Status,130467522.984,-1.16%,$0.037593
153,XET,ETERNAL TOKEN,118740764.768,-14.19%,$1.96
154,PPT,Populous,116747558.362,-2.99%,$3.15
155,CNX,Cryptonex,115598713.332,-1.45%,$2.08
156,LINK,Chainlink,115070006.774,-4.42%,$0.328771
157,KCS,KuCoin Shares,114262986.583,-3.95%,$1.26
158,MITH,Mithril,113972601.258,-3.08%,$0.294205
159,WTC,Waltonchain,113452768.599,-5.01%,$2.83
160,MAID,MaidSafeCoin,109549769.108,-2.86%,$0.242071
161,MOAC,MOAC,108191924.928,-4.08%,$1.73
162,RDD,ReddCoin,107066442.712,4.33%,$0.003716
163,TUSD,TrueUSD,104018276.925,0.17%,$1.00
164,IOST,IOST,101505786.702,-5.59%,$0.012084
165,RHOC,RChain,97923904.272,-3.18%,$0.255662
166,WAN,Wanchain,95734648.8994,-6.88%,$0.901860
167,HC,HyperCash,95654816.6079,-4.33%,$2.20
168,AION,Aion,91333726.8389,-6.15%,$0.406298
169,HT,Huobi Token,88413215.3839,-0.04%,$1.77
170,DROP,Dropil,83983019.1573,-3.50%,$0.003820
171,MONA,MonaCoin,83774253.3893,-2.73%,$1.34
172,ELF,aelf,82755390.1293,-2.87%,$0.331022
173,BNT,Bancor,82314867.3548,-5.18%,$1.42
174,DCN,Dentacoin,81379133.1526,-8.35%,$0.000250
175,GXS,GXChain,81220067.5062,-10.98%,$1.35
176,ZEN,Horizen,79280452.1125,-2.28%,$16.44
177,FUN,FunFair,79237889.5699,-5.90%,$0.015813
178,AOA,Aurora,78894653.3626,-5.24%,$0.022800
179,MANA,Decentraland,77051165.3028,-6.32%,$0.073372
180,QASH,QASH,77035721.6156,-3.78%,$0.220102
181,ARK,Ark,74001948.6025,-5.12%,$0.701822
182,DGD,DigixDAO,72744932.5608,-5.96%,$36.37
183,PAY,TenX,71941326.9529,-3.80%,$0.657913
184,CMT,CyberMiles,71193421.8603,9.53%,$0.102092
185,MCO,Crypto.com,70203075.1421,-1.41%,$4.44
186,NXT,Nxt,68526804.5908,-3.46%,$0.068595
187,NAS,Nebulas,63174370.7463,-3.94%,$1.39
188,XIN,Mixin,62938011.147,-4.71%,$141.92
189,POWR,Power Ledger,62857156.1693,-5.24%,$0.162703
190,WAX,WAX,62703759.1594,-2.29%,$0.067078
191,THETA,Theta Token,62486293.4325,-5.24%,$0.091354
192,GAS,Gas,62226196.0916,-26.06%,$6.14
193,PIVX,PIVX,61762288.4805,9.39%,$1.09
194,DRGN,Dragonchain,56548093.0848,-1.65%,$0.237177
195,XZC,ZCoin,56148492.4772,2.75%,$9.78
196,DAI,Dai,55751502.2441,0.16%,$1.00
197,LRC,Loopring,55357347.5877,-2.99%,$0.096766
198,LOOM,Loom Network,53988600.9462,-5.97%,$0.091122
199,BTCP,Bitcoin Private,53604714.21,-5.20%,$2.61
200,ELA,Elastos,53122461.0077,-4.76%,$6.89
201,ENJ,Enjin Coin,50305550.9407,9.72%,$0.066091
202,KNC,Kyber Network,48886434.7406,-4.66%,$0.364463
203,NXS,Nexus,48584023.0433,-3.94%,$0.831249
204,POLY,Polymath,48229041.3319,-5.04%,$0.169339
205,KIN,Kin,48134086.2089,0.18%,$0.000064
206,BCO,BridgeCoin,47622897.8375,-10.39%,$1.76
207,SYS,Syscoin,47613506.7711,-3.70%,$0.088049
208,NULS,Nuls,47001247.3172,-1.60%,$1.18
209,SUB,Substratum,45203881.2527,-3.38%,$0.118019
210,CTXC,Cortex,45025840.9174,-0.65%,$0.300588
211,ENG,Enigma,44994258.1912,-3.92%,$0.601237
212,FCT,Factom,43415648.9097,-5.41%,$4.96
213,CVC,Civic,42786531.4765,-2.96%,$0.124851
214,EMC,Emercoin,42401715.0628,-15.44%,$1.01
215,BIX,Bibox Token,41387647.2587,-7.37%,$0.404416
216,TEL,Telcoin,40168654.4434,-7.02%,$0.001159
217,OCN,Odyssey,40076566.1717,11.44%,$0.008437
218,NOAH,Noah Coin,39691904.4362,-0.89%,$0.001214
219,GRS,Groestlcoin,38838633.6857,-4.09%,$0.547175
220,NEC,Nectar,38166218.678,-6.05%,$0.463446
221,CENNZ,Centrality,37917593.2543,3.75%,$0.047607
222,GVT,Genesis Vision,37914321.3346,-3.11%,$9.04
223,DENT,Dent,37825750.8519,-6.22%,$0.002194
224,WICC,WaykiChain,36564039.8673,-2.12%,$0.215225
225,QKC,QuarkChain,36464159.6484,-2.46%,$0.045486
226,ICN,Iconomi,36288257.8997,-7.03%,$0.366806
227,STORJ,Storj,36104789.6401,-3.21%,$0.265892
228,STORM,Storm,35723917.9251,-3.28%,$0.007977
229,GTO,Gifto,35402568.101,-3.86%,$0.067073
230,GBYTE,Byteball Bytes,34834486.3936,-3.38%,$52.56
231,LKY,Linkey,34276577.5235,-6.39%,$0.685532
232,SALT,SALT,34220231.8391,-4.48%,$0.476068
233,SKY,Skycoin,33699482.1839,-6.36%,$3.37
234,EDR,Endor Protocol,33478616.1889,-7.45%,$0.059757
235,GCR,Global Curren...,33450511.9872,-6.14%,$0.319308
236,NEXO,Nexo,33167444.4163,-2.96%,$0.059228
237,MAN,Matrix AI Net...,32761042.2712,5.30%,$0.218407
238,TEN,Tokenomy,32727749.6842,3.23%,$0.163639
239,VTC,Vertcoin,32184215.0857,-3.66%,$0.696894
240,WGR,Wagerr,32057211.0007,-2.47%,$0.175176
241,VERI,Veritaseum,31873222.4089,-0.38%,$15.65
242,HPB,High Performa...,31765066.6151,-5.63%,$0.851550
243,BHPC,BHPCash,31679372.2197,2.13%,$1.26
244,R,Revain,31341953.9104,-0.53%,$0.110184
245,IGNIS,Ignis,31258473.9048,-3.52%,$0.041068
246,CRPT,Crypterium,31140353.2153,-2.93%,$0.391473
247,CND,Cindicator,30747149.2666,-7.21%,$0.021264
248,SAN,Santiment Net...,30391055.2419,-9.44%,$0.485012
249,RLC,iExec RLC,30179269.8129,-3.38%,$0.376907
250,REQ,Request Network,29888264.6098,-3.27%,$0.041159
251,DDD,Scry.info,29625523.1968,-8.02%,$0.067322
252,BRD,Bread,29278855.5245,-5.99%,$0.329962
253,FSN,Fusion,29049723.2476,6.53%,$0.978621
254,C20,CRYPTO20,28852446.8515,-4.37%,$0.714695
255,ZIP,Zipper,28317187.9652,-7.01%,$0.001748
256,SMART,SmartCash,27859949.9681,-5.44%,$0.026438
257,GNO,Gnosis,27396182.0309,-2.50%,$24.80
258,STQ,Storiqa,27271237.8162,5.06%,$0.002777
259,TRUE,TrueChain,26880782.4726,-3.12%,$0.578719
260,ODE,ODEM,26473958.1091,-6.64%,$0.121439
261,RVN,Ravencoin,26293414.1283,-5.70%,$0.013767
262,BFT,BnkToTheFuture,26246779.2497,-7.36%,$0.041662
263,ETHOS,Ethos,26226822.9091,-4.93%,$0.327878
264,PPC,Peercoin,26071238.5984,-3.85%,$1.04
265,NCASH,Nucleus Vision,25891761.7517,-4.80%,$0.005343
266,APL,Apollo Currency,25889923.0274,6.01%,$0.001763
267,RNT,OneRoot Network,25498525.8491,3.47%,$0.103116
268,EDO,Eidoo,25437957.4755,-2.96%,$0.869333
269,ANT,Aragon,25213550.1754,0.68%,$0.892141
270,NEBL,Neblio,24933387.9749,-2.25%,$1.84
271,BITCNY,bitCNY,24500582.1533,1.78%,$0.148671
272,POE,Po.et,24424330.5876,0.60%,$0.010360
273,CS,Credits,24413635.472,-4.13%,$0.170244
274,NTY,Nexty,24175103.771,1.27%,$0.000163
275,TPAY,TokenPay,23725726.6704,-9.95%,$1.52
276,AGI,SingularityNET,23676489.7166,2.58%,$0.043872
277,SXDT,Spectre.ai Di...,23434957.5562,0.00%,$0.285536
278,SOC,All Sports,23424770.4292,-1.89%,$0.016106
279,SMT,SmartMesh,23367874.9794,-3.99%,$0.016529
280,CVT,CyberVein,23248153.1421,0.28%,$0.021924
281,DGTX,Digitex Futures,23240433.7987,-3.05%,$0.033201
282,TTU,TaTaTu,23083661.5694,-7.62%,$0.238645
283,BOS,BOScoin,22884777.8191,-8.15%,$0.051235
284,BLZ,Bluzelle,22750386.8427,-5.25%,$0.118138
285,PART,Particl,22359707.0383,-4.95%,$2.77
286,BLOCK,Blocknet,22233700.6539,5.13%,$4.15
287,APIS,APIS,22195103.3818,-10.05%,$0.004554
288,BCI,Bitcoin Interest,22188269.5967,-6.81%,$1.21
289,RDN,Raiden Networ...,22034362.7975,-3.77%,$0.439203
290,DATA,Streamr DATAcoin,21975081.7156,-9.22%,$0.032452
291,NAV,NavCoin,21826079.5833,0.34%,$0.344164
292,XWC,WhiteCoin,21804751.0095,-6.12%,$0.087301
293,QSP,Quantstamp,21579825.0749,-6.86%,$0.034958
294,COSM,Cosmo Coin,21502950.5196,1.48%,$0.037681
295,TNB,Time New Bank,21416355.5894,-2.17%,$0.009069
296,AMB,Ambrosus,21363021.0516,0.85%,$0.147748
297,VEE,BLOCKv,20952701.4321,-2.50%,$0.010448
298,CREDO,Credo,20942672.8707,28.25%,$0.038085
299,XDN,DigitalNote,20769752.6382,-2.63%,$0.002998
300,ACT,Achain,20445457.5417,-3.39%,$0.029857
301,UBQ,Ubiq,20412373.6607,-6.92%,$0.479061
302,PLR,Pillar,20362397.3426,-9.38%,$0.078514
303,SNM,SONM,20317339.7277,-6.79%,$0.056500
304,MDS,MediShares,20267269.3857,-1.21%,$0.019651
305,GO,GoChain,19936027.634,-3.62%,$0.032058
306,GNX,Genaro Network,19819990.3558,7.22%,$0.055617
307,TKY,THEKEY,19782246.7994,-5.80%,$0.003910
308,NMC,Namecoin,19746351.3027,15.29%,$1.34
309,BTO,Bottos,19725960.548,-2.71%,$0.038679
310,REN,Republic Prot...,19689197.4255,-7.10%,$0.033066
311,ABT,Arcblock,19675752.2049,-5.28%,$0.209463
312,GTC,Game.com,19480840.6285,6.73%,$0.025584
313,MTL,Metal,19468292.2819,-1.00%,$0.701668
314,RUFF,Ruff,19319893.0728,-5.51%,$0.020756
315,ZCL,ZClassic,18650922.9649,-9.54%,$3.77
316,BURST,Burst,18602760.9509,-4.09%,$0.009364
317,SAFEX,Safe Exchange...,18301881.0043,-12.58%,$0.011860
318,AUTO,Cube,18172311.2286,-0.52%,$0.002682
319,POA,POA Network,18070758.7629,5.53%,$0.082315
320,EDG,Edgeless,18001289.229,3.76%,$0.188220
321,OST,OST,17890593.0337,-11.66%,$0.044676
322,ECA,Electra,17504550.7424,-5.81%,$0.000623
323,MFT,Mainframe,17440576.0181,-5.12%,$0.006859
324,NGC,NAGA,17241033.8637,1.09%,$0.293094
325,PST,Primas,16994266.1892,-5.92%,$0.322517
326,SPANK,SpankChain,16974530.4662,6.74%,$0.056574
327,JNT,Jibrel Network,16948397.449,-5.56%,$0.102346
328,BAY,BitBay,16880934.3321,-4.23%,$0.016678
329,TOMO,TomoChain,16867256.6252,-6.58%,$0.306677
330,SRN,SIRIN LABS Token,16822235.3973,-1.00%,$0.073377
331,XAS,Asch,16759983.3602,-6.44%,$0.179529
332,ATX,Aston,16661079.3281,-7.67%,$0.020220
333,ITC,IoT Chain,16625825.3553,-3.16%,$0.265515
334,SLS,SaluS,16608993.5078,-5.88%,$16.42
335,DTA,DATA,16421635.8398,-5.43%,$0.002676
336,IOTX,IoTeX,16319358.6752,-3.58%,$0.012261
337,UNO,Unobtanium,16031661.4928,-2.83%,$80.44
338,TIO,Trade Token,15987075.8572,-4.94%,$0.177789
339,PZM,PRIZM,15800718.1212,46.45%,$0.266635
340,MGO,MobileGo,15763063.201,3.41%,$0.157631
341,EMC2,Einsteinium,15756163.8275,3.34%,$0.072393
342,TTC,TTC Protocol,15639915.8756,-3.75%,$0.059686
343,XPM,Primecoin,15614415.8954,-4.92%,$0.622998
344,LEND,ETHLend,15445112.2034,-3.81%,$0.014039
345,LCC,Litecoin Cash,15409343.604,-0.98%,$0.026187
346,FXT,FuzeX,15284221.5436,-8.65%,$0.020164
347,VIBE,VIBE,15011275.9235,-7.53%,$0.074981
348,SBD,Steem Dollars,14994945.0977,-1.61%,$1.00
349,TMC,Timicoin,14853597.2274,-18.35%,$0.048243
350,CHAT,ChatCoin,14827388.3679,-3.84%,$0.021489
351,VITE,VITE,14824071.8413,-3.44%,$0.043547
352,KEY,Selfkey,14708642.0164,-3.95%,$0.006050
353,UTK,UTRUST,14473920.6433,-3.37%,$0.032164
354,SEELE,Seele,14406436.8324,-3.83%,$0.024360
355,SPHTX,SophiaTX,14297401.259,-6.11%,$0.073991
356,ADX,AdEx,14238546.1223,-4.32%,$0.193905
357,RTH,Rotharium,14234554.905,-1.44%,$4.24
358,DBC,DeepBrain Chain,14131439.0284,2.42%,$0.009421
359,EURS,STASIS EURS,14131306.6357,-0.94%,$1.15
360,VIA,Viacoin,14091523.4592,-4.12%,$0.610239
361,CSC,CasinoCoin,14060448.7156,15.34%,$0.000391
362,DNT,district0x,14010375.0724,-5.54%,$0.023351
363,LYM,Lympo,13952697.9061,-2.60%,$0.018521
364,RCN,Ripio Credit ...,13872499.1874,1.77%,$0.028101
365,EOSDAC,eosDAC,13763491.194,4.72%,$0.020830
366,MOD,Modum,13711740.7127,-1.57%,$0.644767
367,SNGLS,SingularDTV,13676431.7181,-4.09%,$0.022794
368,BTX,Bitcore,13606826.5763,-1.87%,$0.863829
369,PMA,PumaPay,13532331.384,-2.31%,$0.000849
370,PAI,PCHAIN,13502364.5148,-5.06%,$0.018202
371,ION,ION,13426904.1557,-0.70%,$0.618788
372,PPP,PayPie,13328340.6104,0.00%,$0.161556
373,KAN,BitKan,13328208.4873,-6.05%,$0.005119
374,GAME,GameCredits,13205487.419,-3.75%,$0.191104
375,WPR,WePower,13165852.3061,11.16%,$0.027479
376,NIX,NIX,13102496.0863,-4.02%,$0.315437
377,MNX,MinexCoin,13096635.8351,-6.08%,$3.04
378,MEDX,MediBloc [ERC20],13019852.0104,-3.69%,$0.004113
379,PRE,Presearch,12921370.9314,-5.36%,$0.083364
380,DEW,DEW,12902386.959,2.37%,$0.124969
381,DAX,DAEX,12781842.0685,-1.98%,$0.034469
382,PASC,Pascal Coin,12753085.3867,-6.11%,$0.558886
383,TCT,TokenClub,12709695.825,-3.68%,$0.026400
384,$PAC,PACcoin,12634282.4825,-3.22%,$0.002687
385,WINGS,Wings,12607039.5624,-1.49%,$0.140534
386,LEO,LEOcoin,12232637.3512,-2.45%,$0.120231
387,BWT,Bittwatt,12229660.5886,12.73%,$0.041072
388,HORUS,HorusPay,12224892.0442,-27.86%,$0.014006
389,MTC,Docademic,12145132.8357,-8.98%,$0.048358
390,QLC,QLC Chain,12144993.9897,-9.69%,$0.050604
391,XBY,XTRABYTES,12020620.7502,-2.74%,$0.027955
392,BAX,BABB,11965308.8137,-0.06%,$0.000570
393,CLOAK,CloakCoin,11819901.9352,-6.82%,$2.27
394,MET,Metronome,11813707.3605,-3.68%,$1.39
395,XYO,XYO Network,11811316.5028,-7.13%,$0.002539
396,CPC,CPChain,11688045.608,-8.17%,$0.031022
397,LOKI,Loki,11603524.8873,1.00%,$0.415136
398,LYL,LoyalCoin,11582839.4288,-6.84%,$0.002348
399,CPT,Cryptaur,11581845.5227,12.15%,$0.001601
400,QRL,Quantum Resis...,11556924.0519,-3.75%,$0.222249
401,DTR,Dynamic Tradi...,11525859.2797,-1.37%,$0.009463
402,AST,AirSwap,11525555.4754,-9.43%,$0.076837
403,HYDRO,Hydro,11334811.5928,-0.94%,$0.003876
404,DCC,Distributed C...,11313250.9955,-6.73%,$0.007858
405,SKB,Sakura Bloom,11228911.4582,1.24%,$0.004347
406,REPO,REPO,11203929.2326,-5.48%,$0.101892
407,TNT,Tierion,10954836.2939,-6.69%,$0.025567
408,APPC,AppCoins,10945938.6161,0.11%,$0.109400
409,ZPT,Zeepin,10929043.8371,-9.41%,$0.021858
410,IMT,Moneytoken,10912092.1242,-9.23%,$0.001236
411,MLM,MktCoin,10904372.4646,-23.76%,$0.009309
412,BITUSD,bitUSD,10870353.5456,-1.75%,$1.02
413,INS,INS Ecosystem,10854281.4129,-4.11%,$0.358216
414,COB,Cobinhood,10800390.6742,6.77%,$0.028803
415,NLG,Gulden,10680383.8183,-0.30%,$0.025755
416,PHX,Red Pulse Pho...,10657368.3798,-8.19%,$0.012847
417,MOBI,Mobius,10629578.9465,-2.87%,$0.027535
418,COV,Covesting,10626646.1421,-8.50%,$0.607237
419,CBC,Cashbery Coin,10463131.5201,-3.60%,$1.85
420,RFR,Refereum,10368445.1328,-2.04%,$0.004347
421,DBET,DecentBet,10328381.0709,-1.82%,$0.079086
422,XLQ,ALQO,10293360.2246,4.64%,$0.180963
423,CDT,Blox,10275787.669,-0.40%,$0.015267
424,SCRL,SCRL,10220021.1614,0.28%,$0.071802
425,XTO,Tao,10169816.4253,-12.95%,$0.306128
426,IHT,IHT Real Esta...,10086793.8526,-0.66%,$0.018712
427,BTN,BitNewChain,10038598.2151,10.00%,$0.055863
428,LINDA,Linda,10007087.2657,1.75%,$0.001106
429,LGO,LGO Exchange,9956230.86942,-6.28%,$0.078175
430,GIN,GINcoin,9735838.04014,2.79%,$2.94
431,DCT,DECENT,9720556.70466,2.08%,$0.189462
432,AEON,Aeon,9701389.4146,-4.60%,$0.612792
433,MVL,Mass Vehicle ...,9658678.44262,-3.10%,$0.001985
434,PURA,Pura,9656421.39191,-3.84%,$0.055305
435,AURA,Aurora DAO,9649097.12598,-16.12%,$0.069313
436,BWX,Blue Whale Token,9644971.96372,3.63%,$0.000453
437,BWK,Bulwark,9621766.37432,-6.70%,$0.802089
438,INK,Ink,9595308.72071,-4.11%,$0.020684
439,HVN,Hive Project,9587425.05154,-1.51%,$0.025566
440,FTC,Feathercoin,9587333.83879,-2.94%,$0.044958
441,WABI,WaBi,9535973.4328,-8.13%,$0.210749
442,NEU,Neumark,9509430.99914,-2.48%,$0.330808
443,EDR,E-Dinar Coin,9483088.03609,1.77%,$0.010701
444,DPY,Delphy,9404749.19903,-6.52%,$0.198877
445,XSN,Stakenet,9351354.62466,-8.03%,$0.127783
446,LBC,LBRY Credits,9350904.09277,-5.25%,$0.048637
447,MED,MediBloc [QRC20],9292117.57678,-2.99%,$0.003132
448,INT,Internet Node...,9222078.5184,-4.45%,$0.030032
449,NKN,NKN,9169949.62273,-5.41%,$0.049053
450,CFI,Cofound.it,8974453.45706,-5.37%,$0.027614
451,LBA,Cred,8859341.42776,-6.49%,$0.028289
452,VITAE,Vitae,8818963.99303,2.84%,$1.13
453,XCP,Counterparty,8713216.4919,-2.31%,$3.33
454,UTNP,Universa,8593859.51257,-7.48%,$0.004648
455,TERN,Ternio,8566975.7449,-12.65%,$0.020935
456,BBR,Boolberry,8532005.21658,0.60%,$0.704192
457,TKN,TokenCard,8519204.94473,-0.29%,$0.351697
458,ATN,ATN,8503853.33073,-1.01%,$0.100873
