,ABV,Coin,Market Cap,Percent Change,Price
95,LOOM,Loom Network,60674301.8932,0.00%,$0.102331
96,NEXO,Nexo,60366013.5803,16.84%,$0.107796
97,GVT,Genesis Vision,58553154.6179,17.77%,$13.96
98,DAI,Dai,57727125.7166,-0.19%,$0.996758
99,NOAH,Noah Coin,56001168.0065,-13.08%,$0.001713
100,BTC,Bitcoin,1.13599776451e+11,-0.38%,$6564.21
101,ETH,Ethereum,22641426732.1,-1.33%,$221.15
102,XRP,XRP,20493275249.8,-4.85%,$0.513161
103,BCH,Bitcoin Cash,8893569546.34,-2.42%,$511.56
104,EOS,EOS,5172803238.79,0.58%,$5.71
105,XLM,Stellar,4621165276.94,0.35%,$0.245874
106,LTC,Litecoin,3380056221.44,-1.55%,$57.69
107,USDT,Tether,2800872583.31,-0.01%,$0.998023
108,ADA,Cardano,2094831913.09,-1.62%,$0.080797
109,XMR,Monero,1870728915.26,-0.51%,$113.63
110,MIOTA,IOTA,1565553329.94,1.30%,$0.563244
111,DASH,Dash,1506832453.26,-0.22%,$180.16
112,TRX,TRON,1491400031.51,2.99%,$0.022684
113,BNB,Binance Coin,1229245740.4,1.92%,$10.47
114,NEO,NEO,1162775701.63,-2.06%,$17.89
115,ETC,Ethereum Classic,1156543042.28,-0.98%,$11.01
116,XEM,NEM,938219519.722,-3.75%,$0.104247
117,XTZ,Tezos,795102409.618,-1.00%,$1.31
118,VET,VeChain,710754746.143,-0.68%,$0.012817
119,DOGE,Dogecoin,661584997.927,-0.71%,$0.005683
120,ZEC,Zcash,641080705.688,5.21%,$129.64
121,OMG,OmiseGO,483435576.527,-1.06%,$3.45
122,BTG,Bitcoin Gold,442768679.189,-1.02%,$25.64
123,BCN,Bytecoin,407001873.581,-2.75%,$0.002211
124,MKR,Maker,385708047.864,5.85%,$529.65
125,LSK,Lisk,364131615.049,-0.88%,$3.29
126,DCR,Decred,355490716.433,5.84%,$41.40
127,ONT,Ontology,351273427.579,-0.99%,$1.91
128,ZRX,0x,341121746.058,-0.19%,$0.631547
129,QTUM,Qtum,338169232.084,0.55%,$3.80
130,BCD,Bitcoin Diamond,299562429.842,-3.26%,$1.95
131,BTS,BitShares,295006736.34,-1.19%,$0.110787
132,NANO,Nano,288015057.481,-2.14%,$2.16
133,ZIL,Zilliqa,281158970.497,-2.05%,$0.036136
134,SC,Siacoin,271556766.359,-7.98%,$0.007297
135,DGB,DigiByte,265750627.0,-1.04%,$0.024421
136,ICX,ICON,257474210.978,-2.51%,$0.664567
137,AE,Aeternity,243811400.582,-2.28%,$1.05
138,STEEM,Steem,243260090.667,-1.73%,$0.870337
139,XVG,Verge,231492086.675,-2.73%,$0.015258
140,WAVES,Waves,213398994.83,-0.86%,$2.13
141,NPXS,Pundi X,189823132.463,-0.37%,$0.001512
142,BTM,Bytom,187844848.648,-0.93%,$0.187377
143,BAT,Basic Attenti...,172652642.033,0.35%,$0.172653
144,ETP,Metaverse ETP,166717795.691,0.14%,$3.21
145,HOT,Holo,161094271.007,19.32%,$0.001209
146,ETN,Electroneum,158164793.046,-1.50%,$0.019658
147,STRAT,Stratis,149906433.672,-0.27%,$1.51
148,GNT,Golem,142860478.952,-1.57%,$0.148931
149,REP,Augur,142193563.109,-0.75%,$12.93
150,SNT,Status,131334028.74,1.84%,$0.037843
151,KMD,Komodo,123192279.569,0.35%,$1.12
152,CNX,Cryptonex,118821216.947,0.84%,$2.14
153,PPT,Populous,117862080.86,-4.53%,$3.19
154,TUSD,TrueUSD,117613977.799,-0.25%,$1.00
155,WAN,Wanchain,116131494.085,8.78%,$1.09
156,ARDR,Ardor,113224613.823,-0.66%,$0.113338
157,WTC,Waltonchain,112516445.98,-1.20%,$2.80
158,LINK,Chainlink,111665401.156,0.63%,$0.319044
159,RDD,ReddCoin,111163350.583,-2.48%,$0.003859
160,MITH,Mithril,109056720.492,-2.43%,$0.281515
161,KCS,KuCoin Shares,108708127.254,-2.27%,$1.20
162,IOST,IOST,105818747.444,-2.13%,$0.012597
163,MAID,MaidSafeCoin,103739978.913,-0.21%,$0.229233
164,HC,HyperCash,101727951.18,-0.59%,$2.34
165,XET,ETERNAL TOKEN,101161325.697,12.72%,$1.67
166,AION,Aion,96714112.632,3.63%,$0.430233
167,MOAC,MOAC,96015296.6556,-5.94%,$1.54
168,LRC,Loopring,89798579.2957,4.51%,$0.113815
169,AOA,Aurora,89414203.532,14.29%,$0.025832
170,HT,Huobi Token,87789366.9431,-0.74%,$1.76
171,ELF,aelf,86688531.4085,-1.76%,$0.346754
172,BNT,Bancor,84297652.325,-1.36%,$1.46
173,MANA,Decentraland,83189689.8988,6.01%,$0.079218
174,DCN,Dentacoin,82861196.5466,-1.02%,$0.000255
175,DROP,Dropil,82097697.1579,-1.59%,$0.003727
176,GXS,GXChain,81668513.0514,-2.13%,$1.36
177,CMT,CyberMiles,81082686.95,12.31%,$0.115131
178,RHOC,RChain,79852379.1723,-3.17%,$0.208466
179,ZEN,Horizen,78891479.057,-0.92%,$16.22
180,MONA,MonaCoin,78342027.9484,-3.99%,$1.25
181,FUN,FunFair,77735520.4725,-1.27%,$0.015513
182,DGD,DigixDAO,76120938.2576,0.49%,$38.06
183,QASH,QASH,75768655.4572,-0.84%,$0.216482
184,NAS,Nebulas,75447923.1588,-0.54%,$1.66
185,PAY,TenX,72971556.2247,-1.76%,$0.667334
186,ARK,Ark,72966322.3782,-1.67%,$0.691163
187,MCO,Crypto.com,71984047.1463,-5.99%,$4.56
188,THETA,Theta Token,66611282.8759,5.22%,$0.097385
189,NXT,Nxt,65906038.2003,-1.29%,$0.065972
190,XIN,Mixin,63308002.6263,-0.80%,$142.70
191,WAX,WAX,62858810.9629,-0.87%,$0.067244
192,PIVX,PIVX,62054949.0265,-3.06%,$1.09
193,POWR,Power Ledger,61577860.1257,-1.66%,$0.159371
194,ELA,Elastos,60995663.5256,-0.34%,$7.90
195,LOOM,Loom Network,60674301.8932,0.00%,$0.102331
196,NEXO,Nexo,60366013.5803,16.84%,$0.107796
197,GVT,Genesis Vision,58553154.6179,17.77%,$13.96
198,DAI,Dai,57727125.7166,-0.19%,$0.996758
199,NOAH,Noah Coin,56001168.0065,-13.08%,$0.001713
200,GAS,Gas,55634174.2519,-3.26%,$5.49
201,DRGN,Dragonchain,55609964.1021,-4.85%,$0.233242
202,XZC,ZCoin,55505000.0015,-0.44%,$9.64
203,SALT,SALT,53538914.1889,47.95%,$0.744969
204,POLY,Polymath,52663717.1407,-1.39%,$0.184910
205,KNC,Kyber Network,50822225.6903,-1.56%,$0.378895
206,SYS,Syscoin,50569407.5056,-0.46%,$0.093464
207,CTXC,Cortex,50449909.7793,-6.34%,$0.336799
208,SUB,Substratum,50103514.7157,-4.04%,$0.130811
209,BTCP,Bitcoin Private,50085185.8556,-2.47%,$2.44
210,OCN,Odyssey,49793401.3223,-8.96%,$0.010483
211,IQ,Everipedia,47562851.2348,2.08%,$0.009576
212,KIN,Kin,47214947.113,-8.48%,$0.000062
213,NULS,Nuls,46517893.542,-0.43%,$1.16
214,NXS,Nexus,46486700.4072,0.29%,$0.795365
215,ENG,Enigma,44953985.5675,-1.59%,$0.600699
216,NEC,Nectar,44770428.5684,-3.92%,$0.543640
217,WICC,WaykiChain,42862137.5378,-3.15%,$0.252298
218,QKC,QuarkChain,42818319.7036,5.50%,$0.053413
219,EMC,Emercoin,42787953.3395,-1.00%,$1.02
220,BIX,Bibox Token,42069203.031,-1.14%,$0.411076
221,FCT,Factom,42012247.8306,-4.62%,$4.80
222,CVC,Civic,41953062.4988,-1.14%,$0.122419
223,ENJ,Enjin Coin,41460318.4881,-0.95%,$0.054470
224,BCO,BridgeCoin,40354973.6477,-5.90%,$1.49
225,TEL,Telcoin,39152754.1135,-3.50%,$0.001130
226,DGTX,Digitex Futures,39144472.4828,22.35%,$0.055921
227,DENT,Dent,38986117.4345,-0.38%,$0.002261
228,GRS,Groestlcoin,38482524.6191,-1.73%,$0.541840
229,R,Revain,37907134.4605,1.04%,$0.133265
230,ICN,Iconomi,37698183.1357,-0.06%,$0.381058
231,STORM,Storm,37476372.4795,2.60%,$0.008369
232,SKY,Skycoin,36884171.8257,2.54%,$3.69
233,VERI,Veritaseum,35706887.0719,6.92%,$17.53
234,GTO,Gifto,35503388.4707,-1.03%,$0.066758
235,LKY,Linkey,35239660.767,-2.38%,$0.704793
236,STORJ,Storj,35010686.2407,0.29%,$0.257834
237,WGR,Wagerr,34638616.3188,3.86%,$0.189282
238,GBYTE,Byteball Bytes,34447676.1741,-0.31%,$51.97
239,RDN,Raiden Networ...,34246786.4905,33.72%,$0.682629
240,REQ,Request Network,33865413.7641,3.50%,$0.046636
241,EDR,Endor Protocol,33443638.5093,3.91%,$0.054358
242,MAN,Matrix AI Net...,33203748.4563,-2.03%,$0.221358
243,CENNZ,Centrality,33143333.0933,-7.30%,$0.041516
244,SAN,Santiment Net...,32139405.8265,1.11%,$0.512914
245,BRD,Bread,31999272.0065,2.82%,$0.360620
246,VTC,Vertcoin,31776126.3448,-0.64%,$0.686734
247,CND,Cindicator,31511132.9238,-0.76%,$0.021792
248,RLC,iExec RLC,31446752.7841,-1.92%,$0.392737
249,HPB,High Performa...,31229894.2372,-0.49%,$0.837204
250,ODE,ODEM,30968381.4669,16.59%,$0.142055
251,IGNIS,Ignis,30698485.8136,-1.54%,$0.040332
252,TEN,Tokenomy,30596705.0454,0.30%,$0.152984
253,RVN,Ravencoin,30445251.5533,1.22%,$0.015584
254,BHPC,BHPCash,30397414.4217,-0.29%,$1.18
255,ZIP,Zipper,30365168.8043,-8.10%,$0.001874
256,DDD,Scry.info,30250282.1458,-18.87%,$0.068742
257,CREDO,Credo,29682794.5976,8.78%,$0.053979
258,NMC,Namecoin,29316579.096,5.47%,$1.99
259,GCR,Global Curren...,29193154.3464,-9.15%,$0.278577
260,C20,CRYPTO20,29139537.2499,-0.38%,$0.721682
261,MEDX,MediBloc [ERC20],28417794.7209,106.10%,$0.008978
262,FSN,Fusion,28217789.2369,-2.18%,$0.950595
263,SMT,SmartMesh,28100907.3739,2.27%,$0.019877
264,NEBL,Neblio,27784942.8024,3.78%,$2.04
265,EDO,Eidoo,27237537.0447,-4.18%,$0.930833
266,ETHOS,Ethos,27127211.1704,3.37%,$0.337216
267,TKY,THEKEY,26943538.6285,11.05%,$0.005325
268,PLR,Pillar,26684310.3219,-1.79%,$0.102890
269,NCASH,Nucleus Vision,26654780.472,-0.48%,$0.005297
270,SOC,All Sports,26367679.1212,-2.82%,$0.017980
271,APL,Apollo Currency,26110062.8425,-4.76%,$0.001778
272,TRUE,TrueChain,25992547.2521,-2.25%,$0.559596
273,TOMO,TomoChain,25929709.0459,18.83%,$0.471449
274,STQ,Storiqa,25888487.1147,-1.34%,$0.002636
275,CRPT,Crypterium,25612228.1897,-1.37%,$0.321978
276,BLOCK,Blocknet,25387883.8821,-3.24%,$4.73
277,POE,Po.et,25240783.4396,4.57%,$0.010616
278,BFT,BnkToTheFuture,25231783.6279,-1.13%,$0.040051
279,PPC,Peercoin,24870105.0743,-1.93%,$0.995319
280,DATA,Streamr DATAcoin,24600914.2437,-2.36%,$0.036330
281,DTA,DATA,24419979.9881,-5.91%,$0.003482
282,BLZ,Bluzelle,24066604.8038,-1.16%,$0.124973
283,AGI,SingularityNET,23998164.9758,-0.62%,$0.044468
284,MGO,MobileGo,23892980.8777,8.90%,$0.238930
285,GNO,Gnosis,23736481.0022,0.27%,$21.49
286,RUFF,Ruff,23620056.6039,2.97%,$0.025376
287,QSP,Quantstamp,23572871.472,5.13%,$0.038186
288,BCI,Bitcoin Interest,23437349.4631,9.25%,$1.28
289,RNT,OneRoot Network,23375833.0243,-1.21%,$0.094417
290,BITCNY,bitCNY,23309685.9041,-0.32%,$0.145737
291,SMART,SmartCash,23216340.6158,-1.67%,$0.022032
292,CS,Credits,23086416.7378,-4.20%,$0.160989
293,NAV,NavCoin,22674645.2593,-2.17%,$0.357401
294,MDS,MediShares,22624446.5889,5.80%,$0.021937
295,XWC,WhiteCoin,22346913.376,0.17%,$0.089458
296,ACT,Achain,22306920.8891,-1.66%,$0.032576
297,ANT,Aragon,22256213.6544,-0.03%,$0.787015
298,BTO,Bottos,22235173.4523,-0.64%,$0.043599
299,TNB,Time New Bank,22202265.4321,1.10%,$0.009402
300,TPAY,TokenPay,22037390.8422,-3.47%,$1.41
301,UBQ,Ubiq,21835701.9695,0.96%,$0.512466
302,VEE,BLOCKv,21576689.4491,-2.57%,$0.010759
303,NTY,Nexty,21448192.319,-8.06%,$0.000145
304,GO,GoChain,21397076.5797,0.59%,$0.034338
305,SRN,SIRIN LABS Token,21363284.0253,10.67%,$0.093184
306,ABT,Arcblock,21141513.9493,-6.73%,$0.225067
307,XDN,DigitalNote,21125580.4229,-14.05%,$0.003049
308,PART,Particl,20890471.3682,-4.27%,$2.59
309,AMB,Ambrosus,20860560.8457,4.38%,$0.144273
310,GBC,Gold Bits Coin,20828176.6486,,$0.196550
311,GTC,Game.com,20754851.2771,-10.89%,$0.027257
312,APIS,APIS,20431872.1004,-0.21%,$0.004193
313,GNX,Genaro Network,20397300.974,1.55%,$0.057237
314,MTL,Metal,20344088.87,-0.40%,$0.694659
315,SNM,SONM,20183600.1136,3.40%,$0.056128
316,BOS,BOScoin,20173197.1876,-4.88%,$0.045146
317,JNT,Jibrel Network,20114184.6303,-25.94%,$0.121463
318,COSM,Cosmo Coin,19782408.9026,-2.21%,$0.034666
319,MFT,Mainframe,19762633.1739,-5.44%,$0.007772
320,BURST,Burst,19607944.0544,1.34%,$0.009861
321,SPANK,SpankChain,19086013.9879,-3.30%,$0.063611
322,IOTX,IoTeX,18979272.2552,2.67%,$0.014259
323,REN,Republic Prot...,18922576.8655,-0.55%,$0.031750
324,SAFEX,Safe Exchange...,18906104.0303,1.38%,$0.012252
325,LEND,ETHLend,18459169.0376,8.34%,$0.016778
326,ZCL,ZClassic,18042025.473,-0.61%,$3.62
327,BAY,BitBay,17834251.1085,2.24%,$0.017620
328,AUTO,Cube,17743318.3751,1.13%,$0.002619
329,OST,OST,17707687.6701,-1.16%,$0.044219
330,SLS,SaluS,17684041.5384,1.11%,$17.48
331,CVT,CyberVein,17576303.8567,-7.08%,$0.016575
332,XAS,Asch,17379762.0015,-0.16%,$0.186168
333,SPHTX,SophiaTX,17304678.8956,4.97%,$0.089555
334,ITC,IoT Chain,17297561.1885,-0.55%,$0.276243
335,TMC,Timicoin,17292512.3283,10.89%,$0.056164
336,BAX,BABB,17283607.4756,10.46%,$0.000823
337,NGC,NAGA,17218731.8026,-0.82%,$0.292715
338,IHT,IHT Real Esta...,17188959.5431,1.93%,$0.031496
339,POA,POA Network,17153925.2071,-1.34%,$0.078102
340,ATX,Aston,17084117.1789,7.32%,$0.020733
341,EDG,Edgeless,16660397.6425,0.09%,$0.174200
342,UTK,UTRUST,16443345.961,0.80%,$0.036541
343,RKT,Rock,15737866.7596,-3.50%,$0.033271
344,LYM,Lympo,15699011.7761,-8.85%,$0.020839
345,TIO,Trade Token,15674300.1089,-0.13%,$0.174311
346,PZM,PRIZM,15661860.8936,1.54%,$0.260301
347,CHAT,ChatCoin,15449922.3911,-0.11%,$0.022391
348,CNN,Content Neutr...,15431176.2418,-1.96%,$0.000395
349,UNO,Unobtanium,15395097.9564,-1.49%,$77.24
350,EMC2,Einsteinium,15199130.4318,0.06%,$0.069823
351,ADX,AdEx,15141481.4534,6.10%,$0.206201
352,FXT,FuzeX,15085369.7676,0.94%,$0.019901
353,RCN,Ripio Credit ...,15028539.4765,12.31%,$0.030442
354,LCC,Litecoin Cash,14963945.7453,0.40%,$0.025394
355,VIBE,VIBE,14903563.7679,-0.82%,$0.074443
356,ECA,Electra,14874793.5083,-4.20%,$0.000526
357,SNGLS,SingularDTV,14838389.8371,-0.32%,$0.024731
358,KEY,Selfkey,14813744.8405,1.75%,$0.006094
359,XPM,Primecoin,14657849.1447,-5.43%,$0.583349
360,DNT,district0x,14630935.621,0.39%,$0.024385
361,SBD,Steem Dollars,14555729.4106,-1.48%,$0.968748
362,MOD,Modum,14498783.8985,-0.94%,$0.681776
363,SWM,Swarm,14485643.5522,55.12%,$0.240173
364,VITE,VITE,14284867.9769,-3.36%,$0.041963
365,EURS,STASIS EURS,14049760.0577,-0.43%,$1.14
366,ION,ION,14010833.9541,1.45%,$0.645537
367,EOSDAC,eosDAC,13967845.3317,3.59%,$0.021139
368,SEELE,Seele,13933235.9773,-0.40%,$0.023389
369,VIA,Viacoin,13930662.3636,-2.19%,$0.603228
370,DBC,DeepBrain Chain,13783242.8956,-1.91%,$0.009189
371,DEW,DEW,13774448.863,-0.91%,$0.133416
372,RTH,Rotharium,13707012.3122,-5.08%,$4.08
373,WPR,WePower,13439559.119,-1.68%,$0.027934
374,KAN,BitKan,13434918.2967,-0.28%,$0.005161
375,PAI,PCHAIN,13341719.91,-3.32%,$0.017985
376,SKB,Sakura Bloom,13259412.5977,-1.97%,$0.005133
377,TTC,TTC Protocol,13242793.8863,-1.31%,$0.048161
378,WINGS,Wings,13214595.0363,0.40%,$0.147306
379,NIX,NIX,13207323.8762,-1.91%,$0.317583
380,AST,AirSwap,13117767.0214,-0.12%,$0.087452
381,GAME,GameCredits,13027053.5249,-1.00%,$0.188332
382,DTR,Dynamic Tradi...,13013069.8295,-0.95%,$0.010683
383,LGO,LGO Exchange,12991347.1345,13.26%,$0.102006
384,TNT,Tierion,12933842.1006,1.01%,$0.030185
385,XBY,XTRABYTES,12818364.2862,-2.73%,$0.029810
386,TCT,TokenClub,12763570.1742,-0.37%,$0.026512
387,PST,Primas,12517146.0503,-18.14%,$0.237551
388,EVR,Everus,12507375.5746,-27.23%,$0.024035
389,PRE,Presearch,12490762.4139,-0.63%,$0.080586
390,MED,MediBloc [QRC20],12482393.3866,19.75%,$0.004208
391,ARB,ARBITRAGE,12470092.1787,39.00%,$2.86
392,BTX,Bitcore,12420630.9641,-1.67%,$0.787980
393,CLOAK,CloakCoin,12367882.783,-2.13%,$2.38
394,QLC,QLC Chain,12297447.3919,-2.01%,$0.051239
395,KICK,KickCoin,11993943.0712,-15.48%,$0.022744
396,HYDRO,Hydro,11963086.0319,-10.30%,$0.004091
397,PMA,PumaPay,11956378.6706,-2.40%,$0.000750
398,MNX,MinexCoin,11928360.1614,-5.50%,$2.75
399,BWT,Bittwatt,11882326.4654,3.92%,$0.039898
400,BWT,Bittwatt,11869909.2047,3.81%,$0.039856
401,CPT,Cryptaur,11785571.9159,1.86%,$0.001629
402,CPC,CPChain,11761038.2989,-1.99%,$0.031216
403,LYL,LoyalCoin,11757294.0006,-0.38%,$0.002383
404,SXDT,Spectre.ai Di...,11694059.359,0.00%,$0.142483
405,XYO,XYO Network,11549420.5479,-5.42%,$0.002474
406,MET,Metronome,11486010.2221,-3.72%,$1.35
407,MOBI,Mobius,11479132.7689,-2.70%,$0.029736
408,LBA,Cred,11452341.1581,-2.36%,$0.036765
409,MTC,Docademic,11415978.441,-10.64%,$0.044149
410,LEO,LEOcoin,11407763.994,1.28%,$0.112123
411,HORUS,HorusPay,11394234.5487,-9.41%,$0.013054
412,LINDA,Linda,11293697.8026,-1.93%,$0.001249
413,APPC,AppCoins,11230960.2503,-5.80%,$0.112249
414,CDT,Blox,11203029.1003,0.92%,$0.016644
415,LOKI,Loki,11175024.2146,-20.98%,$0.396208
416,INS,INS Ecosystem,11163659.447,-0.28%,$0.368426
417,REPO,REPO,11160222.7864,0.12%,$0.101495
418,QRL,Quantum Resis...,11150292.4345,-0.58%,$0.214429
419,RFR,Refereum,11102423.4864,-0.56%,$0.004654
420,PHX,Red Pulse Pho...,11098820.3553,-0.85%,$0.013379
421,WABI,WaBi,11048733.0495,0.88%,$0.212563
422,PASC,Pascal Coin,11047992.8609,-5.84%,$0.482269
423,PPP,PayPie,10936446.4449,-1.69%,$0.132563
424,BITUSD,bitUSD,10928767.1057,-0.95%,$1.00
425,ZPT,Zeepin,10901134.2813,-2.17%,$0.021802
426,NEU,Neumark,10889048.967,-5.96%,$0.378802
427,DCC,Distributed C...,10873369.1961,-3.25%,$0.007552
428,XLQ,ALQO,10650720.0633,5.91%,$0.185543
429,TTU,TaTaTu,10623756.7251,-1.86%,$0.109831
430,CBC,Cashbery Coin,10608524.8113,-0.68%,$1.92
431,NKN,NKN,10504633.0497,-2.91%,$0.055598
432,HVN,Hive Project,10467484.2866,-4.67%,$0.025471
433,NLG,Gulden,10464484.8019,-0.22%,$0.025214
434,INK,Ink,10416446.8531,-1.23%,$0.022454
435,MSP,Mothership,10275449.2508,17.19%,$0.073396
436,COB,Cobinhood,10219960.6542,2.01%,$0.027255
437,IOG,Playgroundz,10081389.4468,15.33%,$0.417274
438,COV,Covesting,9964405.11642,-5.26%,$0.569395
439,IMT,Moneytoken,9894368.17283,-7.02%,$0.001121
440,SCRL,SCRL,9862871.26092,-2.53%,$0.069293
441,MLM,MktCoin,9849555.79322,-4.81%,$0.008391
442,BBR,Boolberry,9826496.42509,-0.82%,$0.809327
443,AURA,Aurora DAO,9781855.58067,-2.22%,$0.070258
444,DPY,Delphy,9711620.97061,-3.58%,$0.208862
445,XSN,Stakenet,9677666.51304,-0.14%,$0.131814
446,TRAC,OriginTrail,9659235.0741,-4.86%,$0.034753
447,$PAC,PACcoin,9656581.67595,-9.90%,$0.002040
448,DCT,DECENT,9572871.34675,3.72%,$0.186584
449,FUEL,Etherparty,9565932.57031,-1.89%,$0.018171
450,EDR,E-Dinar Coin,9543693.93984,-0.90%,$0.010769
451,SWFTC,SwftCoin,9532671.09109,-5.77%,$0.002619
452,SOAR,Soarcoin,9517707.79396,1.13%,$0.008845
453,INT,Internet Node...,9480715.23072,0.03%,$0.030874
454,LBC,LBRY Credits,9404472.15258,-2.50%,$0.048628
455,BWX,Blue Whale Token,9384439.73638,-1.88%,$0.000440
456,DAX,DAEX,9366371.21134,-11.07%,$0.025258
457,YOYOW,YOYOW,9235659.73595,6.24%,$0.031646
458,CFI,Cofound.it,9116491.63438,-1.32%,$0.028051
459,NVC,Novacoin,9113994.28099,17.89%,$4.14
460,FTC,Feathercoin,9010244.61166,-1.44%,$0.042146
