,ABV,Coin,Market Cap,Percent Change,Price
466,EDR,E-Dinar Coin,8576376.64121,0.96%,$0.009678
467,CMCT,Crowd Machine,8532192.93306,1.39%,$0.018147
468,ADT,adToken,8522305.39398,-0.02%,$0.014204
469,XEL,Elastic,8354577.50303,-1.67%,$0.091131
470,BMC,Blackmoon,8338335.49566,1.70%,$0.380441
471,LUN,Lunyr,8267432.18693,3.61%,$3.60
472,DPY,Delphy,8262484.87575,0.62%,$0.182774
473,CPX,Apex,8258966.85478,-0.41%,$0.018845
474,NVC,Novacoin,8206137.68826,-15.44%,$3.79
475,PHR,Phore,8164113.50913,1.11%,$0.569150
476,DADI,DADI,8149732.62726,-3.83%,$0.109380
477,RMT,SureRemit,8138639.871,-3.20%,$0.016277
478,GRC,GridCoin,8112830.46088,-2.41%,$0.020785
479,ARB,ARBITRAGE,8052505.92315,1.31%,$2.21
480,DMD,Diamond,8003376.90744,-0.22%,$2.74
481,PPY,Peerplays,7978750.53516,-11.33%,$1.78
482,FUEL,Etherparty,7974943.04647,-3.06%,$0.015252
483,ART,Maecenas,7932713.40881,-6.17%,$0.201916
484,SCR,Scorum Coins,7894781.18508,-28.99%,$0.269768
485,SWM,Swarm,7886107.97357,8.14%,$0.154287
486,CDT,Blox,7883733.85774,2.19%,$0.011779
487,THC,HempCoin,7876296.90505,-2.98%,$0.032655
488,PASC,Pascal Coin,7849348.54814,1.70%,$0.350593
489,MER,Mercury,7803570.86439,-3.17%,$0.078036
490,YEE,YEE,7778126.50182,0.14%,$0.005697
491,XP,Experience Po...,7724031.09966,-9.46%,$0.000032
492,EGT,Egretia,7722063.53812,-4.03%,$0.002782
493,FLO,FLO,7694948.80282,-3.16%,$0.052658
494,LA,LATOKEN,7689510.67415,-1.37%,$0.094889
495,BBR,Boolberry,7680970.38119,8.45%,$0.640492
496,FOTA,Fortuna,7664936.93327,-19.41%,$0.016788
497,COLX,ColossusXT,7664259.66967,7.27%,$0.000690
498,AURA,Aurora DAO,7626237.58392,-2.85%,$0.056983
499,EVX,Everex,7617527.9335,7.11%,$0.461668
500,PEPECASH,Pepe Cash,7583271.51563,3.06%,$0.010804
501,NIX,NIX,7582406.98563,11.38%,$0.191409
502,ZCO,Zebi,7490443.96798,1.34%,$0.015639
503,UKG,Unikoin Gold,7484108.70576,0.41%,$0.052902
504,YOYOW,YOYOW,7481170.90431,3.15%,$0.025634
505,ZRC,ZrCoin,7474890.53796,0.52%,$1.91
506,BIS,Bismuth,7470847.38164,-2.53%,$0.612920
507,LET,LinkEye,7452689.33268,7.07%,$0.012421
508,DOCK,Dock,7448304.15681,4.27%,$0.017367
509,DAG,Constellation,7423274.63878,11.79%,$0.011783
510,NCT,PolySwarm,7377286.02859,9.32%,$0.004770
511,HTML,HTMLCOIN,7370991.88025,0.70%,$0.000140
512,MOT,Olympus Labs,7369164.0972,-1.81%,$0.192519
513,AMP,Synereo,7345131.28911,2.44%,$0.072920
514,RVR,RevolutionVR,7336058.20681,3.37%,$0.034934
515,FNKOS,FNKOS,7309812.61912,-1.75%,$0.053123
516,VIBE,VIBE,7294434.33107,2.49%,$0.036436
517,TAU,Lamden,7259920.4985,-3.67%,$0.051049
518,IVY,Ivy,7232615.14196,9.64%,$0.024165
519,UGC,ugChain,7120795.73151,-1.42%,$0.012518
520,XRL,Rialto,7048830.00919,-10.57%,$0.086826
521,BBC,TraDove B2BCoin,7047828.6,-0.20%,$0.014096
522,TFD,TE-FOOD,7033777.37154,-13.21%,$0.014137
523,LCS,LocalCoinSwap,6980454.45104,-3.71%,$0.175319
524,EVR,Everus,6935310.36257,-0.19%,$0.013294
525,PRO,Propy,6929860.45031,0.02%,$0.355466
526,BCPT,BlockMason Cr...,6929161.71735,5.21%,$0.093830
527,DIME,Dimecoin,6910887.9231,6.88%,$0.000013
528,BITB,Bean Cash,6836744.06402,3.77%,$0.002611
529,FLASH,Flash,6831167.61677,7.88%,$0.007590
530,RMC,Russian Miner...,6821680.29571,9.64%,$4526.66
531,VIB,Viberate,6805851.9959,0.72%,$0.039230
532,DAT,Datum,6799385.6246,-2.84%,$0.007510
533,HAV,Havven,6784168.8405,-2.60%,$0.107004
534,MOON,Mooncoin,6698709.16811,-1.40%,$0.000030
535,COSS,COSS,6663971.51888,-1.34%,$0.056089
536,OCT,OracleChain,6636579.38925,3.09%,$0.221219
537,ZPR,ZPER,6541703.44071,-1.64%,$0.005841
538,CFI,Cofound.it,6541610.16437,6.48%,$0.020128
539,GOT,GoNetwork,6521926.7239,0.38%,$0.125430
540,BKX,Bankex,6516548.73568,1.02%,$0.087225
541,QAU,Quantum,6467384.06358,8.86%,$0.086385
542,EVN,Envion,6422733.79495,-13.25%,$0.057671
543,BZNT,Bezant,6408935.30148,-2.82%,$0.022979
544,MLM,MktCoin,6351424.47387,-3.20%,$0.005487
545,IOC,I/O Coin,6336197.10782,6.90%,$0.374380
546,BANCA,Banca,6320448.08746,-1.21%,$0.000353
547,SPC,SpaceChain,6319956.19473,-8.84%,$0.012272
548,SENT,Sentinel,6307177.97353,17.95%,$0.003154
549,XSPEC,Spectrecoin,6287225.10103,9.84%,$0.302485
550,BLK,BlackCoin,6277020.32235,-1.24%,$0.081467
551,CAPP,Cappasity,6251349.50442,1.42%,$0.012628
552,NMR,Numeraire,6231960.41568,-1.67%,$4.62
553,TMT,TRAXIA,6197238.07097,-1.45%,$0.012635
554,DIM,DIMCOIN,6122557.56153,-0.30%,$0.002912
555,VRC,VeriCoin,6107285.94548,1.96%,$0.196074
556,AAC,Acute Angle C...,6057175.19012,-3.04%,$0.024229
557,OXY,Oxycoin,5980727.40567,61.00%,$0.053661
558,HMC,Hi Mutual Soc...,5954744.2982,-5.26%,$0.014736
559,PRL,Oyster,5948753.63572,1.87%,$0.070013
560,UQC,Uquid Coin,5884721.71483,-8.32%,$0.588472
561,RADS,Radium,5836633.21009,-0.53%,$1.66
562,ZCN,0chain,5813302.80508,5.67%,$0.145333
563,PRA,ProChain,5801376.73553,13.22%,$0.117051
564,TAAS,TaaS,5750924.6615,-12.97%,$0.705981
565,UUU,U Network,5738235.98585,3.49%,$0.000973
566,1ST,FirstBlood,5725557.84512,-1.14%,$0.066920
567,NLC2,NoLimitCoin,5715994.20986,4.52%,$0.027307
568,GUP,Matchpool,5703185.62138,-1.47%,$0.076042
569,DEV,DeviantCoin,5684919.92243,-4.90%,$0.538530
570,HST,Decision Token,5683576.79625,2.35%,$0.177468
571,QUN,QunQun,5664627.79185,0.72%,$0.007995
572,DATX,DATx,5606589.92899,-8.03%,$0.004030
573,ELEC,Electrify.Asia,5590454.04209,7.26%,$0.012483
574,BCA,Bitcoin Atom,5590372.82315,-1.45%,$0.307227
575,XDCE,XinFin Network,5579138.14245,-7.11%,$0.001476
576,XSH,SHIELD,5569222.73191,15.47%,$0.010857
577,DICE,Etheroll,5530020.77334,-0.18%,$0.789820
578,MOC,Mossland,5503713.62615,-0.72%,$0.035107
579,DXT,Datawallet,5496440.86372,-8.04%,$0.014085
580,ORME,Ormeus Coin,5477566.83734,-5.52%,$0.321655
581,LUX,LUXCoin,5464926.97232,-1.11%,$2.31
582,UP,UpToken,5433798.79495,1.28%,$0.037139
583,MTH,Monetha,5423287.91767,3.51%,$0.024881
584,AXPR,aXpire,5398976.8825,-0.33%,$0.020373
585,GAM,Gambit,5359104.77285,13.84%,$4.64
586,SLR,SolarCoin,5332353.20376,-0.34%,$0.117551
587,TIME,Chronobank,5323064.31562,2.19%,$7.50
588,TRIG,Triggers,5319226.51232,4.12%,$0.165679
589,ONION,DeepOnion,5310373.03823,0.56%,$0.335728
590,DIVX,Divi,5308821.16144,-14.48%,$0.860208
591,CHSB,SwissBorg,5282915.09674,0.79%,$0.009175
592,SNC,SunContract,5278338.66993,-0.84%,$0.044021
593,INCNT,Incent,5243726.78887,4.37%,$0.113953
594,ZSC,Zeusshield,5222781.7169,14.95%,$0.004529
595,KNT,Kora Network ...,5221444.87191,-12.74%,$0.017405
596,BLT,Bloom,5203684.76101,-4.17%,$0.108723
597,TIX,Blocktix,5194187.13772,1.59%,$0.129855
598,AIDOC,AI Doctor,5161124.51088,7.40%,$0.011642
599,ZMN,ZMINE,5131339.45984,0.45%,$0.037527
600,ZMN,ZMINE,5123723.2867,0.30%,$0.037471
601,UPP,Sentinel Prot...,5106216.47,-9.79%,$0.026396
602,EXP,Expanse,5073252.57483,4.33%,$0.483384
603,BPT,Blockport,5071352.86237,-2.52%,$0.095919
604,GEN,DAOstack,5024583.40434,0.43%,$0.131253
605,IXT,IXT,4986893.14013,8.60%,$0.139381
606,XMX,XMax,4970227.82243,-1.93%,$0.000709
607,ERO,Eroscoin,4924575.73227,-5.88%,$0.026371
608,MGD,MassGrid,4915073.00001,-6.46%,$0.097473
609,PBT,Primalbase Token,4895077.71964,-0.76%,$3916.06
610,NYC,NewYorkCoin,4875397.90477,0.22%,$0.000036
611,BRM,BrahmaOS,4842440.30018,-15.48%,$0.007820
612,XLQ,ALQO,4824680.15944,-5.22%,$0.088008
613,DTB,Databits,4820088.6686,-1.82%,$0.211892
614,B2B,B2BX,4785346.05162,-14.63%,$0.291086
615,XMY,Myriad,4778908.6571,4.65%,$0.002985
616,HB,HeartBout,4776992.5212,40.83%,$0.089801
617,OMX,Shivom,4768206.87553,20.16%,$0.008423
618,PND,Pandacoin,4716925.03506,5.75%,$0.000145
619,MTN,Medicalchain,4710256.36352,0.19%,$0.025461
620,DYN,Dynamic,4696184.40011,-0.07%,$0.918734
621,CBC,CashBet Coin,4677359.69403,-7.31%,$0.047132
622,SRCOIN,SRCOIN,4613097.3144,1.12%,$0.000913
623,CRW,Crown,4598973.48277,-1.10%,$0.231510
624,OMNI,Omni,4584297.75049,-14.96%,$8.17
625,ABYSS,The Abyss,4576961.29736,-3.47%,$0.020635
626,MRK,MARK.SPACE,4540569.24959,0.73%,$0.009394
627,GET,GET Protocol,4521608.19978,6.62%,$0.397041
628,PRG,Paragon,4508881.65161,5.99%,$0.068382
629,CXO,CargoX,4483840.92186,2.24%,$0.034739
630,STK,STK,4450178.85441,1.74%,$0.013019
631,AC3,AC3,4443852.57333,-8.62%,$0.064567
632,LOKI,Loki,4435613.8502,11.78%,$0.166462
633,OPTI,OptiToken,4424960.73773,-27.23%,$0.198453
634,SWTH,Switcheo,4407324.56391,11.53%,$0.008432
635,CSNO,BitDice,4386862.89117,-0.19%,$0.062669
636,SNTR,Silent Notary,4378035.61403,35.72%,$0.000052
637,SSC,SelfSell,4372924.62606,0.99%,$0.011213
638,ROCK2,ICE ROCK MINING,4367224.22756,11.63%,$0.278269
639,RLX,Relex,4341460.07397,8.52%,$0.004447
640,PCH,POPCHAIN,4332195.93976,-3.96%,$0.014008
641,RTE,Rate3,4295113.79806,-0.86%,$0.010012
642,SHND,StrongHands,4293807.12483,-2.05%,$2.7e-07
643,XAUR,Xaurum,4291362.36383,2.24%,$0.037758
644,ARN,Aeron,4287581.98609,3.66%,$0.329814
645,NPX,NaPoleonX,4285898.45909,-8.25%,$0.169202
646,MLN,Melon,4264387.17761,-3.36%,$7.11
647,OAX,OAX,4253175.23764,3.06%,$0.170064
648,NOTE,DNotes,4232573.68031,2.63%,$0.031342
649,BET,DAO.Casino,4231475.37622,7.27%,$0.025297
650,POLIS,Polis,4225401.15035,2.38%,$1.21
651,CV,carVertical,4206906.8262,-8.11%,$0.000707
652,MUE,MonetaryUnit,4199256.73048,0.24%,$0.030197
653,CLO,Callisto Network,4126094.75096,-4.22%,$0.007051
654,SIB,SIBCoin,4122490.75874,-2.70%,$0.242753
655,CAG,Change,4112941.69509,6.81%,$0.110831
656,ECOM,Omnitude,4060982.06193,-0.72%,$0.086725
657,MDT,Measurable Da...,4039163.23494,2.10%,$0.010637
658,BOT,Bodhi,4030251.5646,9.70%,$0.100756
659,FORK,Forkcoin,3967833.8412,4.68%,$0.896179
660,DLT,Agrello,3963612.5517,1.36%,$0.046100
661,REM,Remme,3952893.55032,3.30%,$0.006574
662,DEB,Debitum,3937281.08905,19.12%,$0.020459
663,SKM,Skrumble Network,3909520.34668,2.98%,$0.005702
664,OLT,OneLedger,3907666.13123,-1.67%,$0.010231
665,DOT,Dotcoin,3889103.20454,-3.44%,$0.012464
666,DNA,EncrypGen,3886143.1856,1.57%,$0.062498
667,ALX,ALAX,3881184.40482,-10.82%,$0.011591
668,ETK,EnergiToken,3851946.90028,-3.32%,$0.002827
669,SHIP,ShipChain,3850523.21096,4.72%,$0.019160
670,STX,Stox,3817248.86184,-2.08%,$0.079268
671,XST,Stealth,3798658.44081,5.06%,$0.128050
672,AUR,Auroracoin,3755331.4244,5.17%,$0.331493
673,RMESH,RightMesh,3751256.03205,8.04%,$0.066655
674,TNC,Trinity Netwo...,3745972.01755,2.66%,$0.011238
675,BZ,Bit-Z Token,3698404.9419,-0.91%,$0.130939
676,GRFT,Graft,3678615.86305,0.67%,$0.009736
677,KWATT,4NEW,3665452.46707,97.52%,$0.137072
678,NTK,Neurotoken,3662123.97559,-4.55%,$0.045196
679,PKC,PikcioChain,3653281.23362,23.03%,$0.086623
680,NBC,Niobium Coin,3631308.61492,25.51%,$0.076152
681,ABL,Airbloc,3618973.74407,4.73%,$0.023688
682,AVT,Aventus,3596357.40032,23.44%,$0.599393
683,XES,Proxeus,3592906.32701,-7.96%,$0.017678
684,NKC,Nework,3562914.50167,5.46%,$0.024141
685,ESP,Espers,3559503.49039,16.13%,$0.000161
686,DBIX,DubaiCoin,3523460.89645,-0.27%,$1.58
687,QBT,Qbao,3516953.29706,2.36%,$0.053816
688,UBT,Unibright,3498137.95183,2.62%,$0.025314
689,DRT,DomRaider,3493377.51031,0.38%,$0.005906
690,MINT,Mintcoin,3473969.22512,-0.61%,$0.000139
691,EXRN,EXRNchain,3397725.7155,6.31%,$0.000037
692,GOLOS,Golos,3396005.64238,-4.47%,$0.027273
693,TUBE,BitTube,3395652.24145,0.08%,$0.040942
694,ADST,AdShares,3357357.26862,14.32%,$0.173246
695,MVP,Merculet,3347883.25056,-3.74%,$0.001508
696,NIM,Nimiq,3345345.0283,-3.39%,$0.001623
697,RVT,Rivetz,3339932.9468,0.06%,$0.127262
698,NCC,NeuroChain,3322712.52473,0.70%,$0.021291
699,MUSIC,Musicoin,3290130.70237,-2.41%,$0.004239
700,IDH,indaHash,3267723.1254,2.81%,$0.008171
701,SEM,Semux,3258914.79358,-6.47%,$0.417796
702,GEM,Gems ,3249757.15005,-1.65%,$0.002832
703,1WO,1World,3220191.02677,2.82%,$0.155666
704,NEOS,NeosCoin,3199548.21704,-5.74%,$0.794534
705,ENRG,Energycoin,3190035.80302,2.94%,$0.026112
706,XNK,Ink Protocol,3184590.92899,4.91%,$0.017326
707,TFL,TrueFlip,3173382.77569,-3.01%,$0.507963
708,HXX,Hexx,3169972.58237,3.50%,$1.82
709,LMC,LoMoCoin,3166803.49022,1.42%,$0.013072
710,APH,Aphelion,3155984.81297,-0.31%,$0.071962
711,BBN,Banyan Network,3140699.78588,-2.82%,$0.010724
712,EXY,Experty,3138759.22951,-1.32%,$0.115871
713,AID,AidCoin,3138535.96238,-0.93%,$0.074957
714,WCT,Waves Communi...,3134893.30888,-1.66%,$0.314603
715,ACAT,Alphacat,3117456.93949,-5.38%,$0.001117
716,ADH,AdHive,3114762.82255,0.81%,$0.027830
717,POLL,ClearPoll,3091204.66416,-0.21%,$0.441601
718,BSD,BitSend,3060053.1173,-2.57%,$0.150462
719,BMX,BitMart Token,3044843.35908,1.80%,$0.026568
720,HBT,Hubii Network,3039350.08122,-33.24%,$0.224864
721,SS,Sharder,3020864.65898,-1.61%,$0.010664
722,IFT,InvestFeed,3011766.88213,6.30%,$0.015737
723,CHP,CoinPoker,3010619.4136,2.02%,$0.009545
724,LNC,Linker Coin,2984106.8704,-4.10%,$0.026460
725,NBAI,Nebula AI,2977197.42944,0.11%,$0.002561
726,COFI,CoinFi,2975255.63866,-3.03%,$0.017075
727,PCL,Peculium,2964785.18172,1.77%,$0.002904
728,OK,OKCash,2963938.00541,-3.59%,$0.039965
729,PTOY,Patientory,2956031.37725,-1.44%,$0.042229
730,TSL,Energo,2949471.36414,13.02%,$0.004896
731,BERRY,Rentberry,2945743.35641,-3.83%,$0.009773
732,LEV,Leverj,2923092.86991,-0.24%,$0.024753
733,AIT,AICHAIN,2906549.60367,-7.53%,$0.005432
734,ATM,ATMChain,2906270.02273,10.34%,$0.000624
735,EFX,Effect.AI,2905621.53647,-12.93%,$0.014059
736,SEQ,Sequence,2902823.83684,2.77%,$0.063227
737,AIR,AirToken,2902476.05915,-2.92%,$0.002764
738,CCCX,Clipper Coin,2866955.01759,2.25%,$0.003761
739,LIFE,LIFE,2864288.62712,35.32%,$0.000122
740,OLE,Olive,2857614.19001,16.02%,$0.010316
741,FACE,Faceter,2841737.91116,-2.33%,$0.006058
742,TOA,ToaCoin,2830171.81343,1.77%,$0.001091
743,EVC,EventChain,2817693.92587,-23.60%,$0.090165
744,IPL,VouchForMe,2813904.99876,-7.92%,$0.014000
745,OTN,Open Trading ...,2798709.78892,-7.85%,$1.44
746,CURE,Curecoin,2749095.68074,-0.57%,$0.115061
747,SWT,Swarm City,2702770.15688,1.42%,$0.326384
748,GCC,Global Crypto...,2702029.71939,-0.73%,$0.002089
749,REBL,REBL,2696593.73145,6.80%,$0.015762
750,CLN,Colu Local Ne...,2683149.02335,4.46%,$0.022653
751,FDZ,Friendz,2678057.84008,-1.10%,$0.005317
752,FLIXX,Flixxo,2673523.28325,2.28%,$0.033557
753,PAT,Patron,2668093.58129,-35.05%,$0.010538
754,PIRL,Pirl,2667719.96438,-1.99%,$0.107022
755,COVAL,Circuits of V...,2646044.28356,3.42%,$0.002646
756,VME,VeriME,2615170.05988,14.19%,$0.015673
757,CTC,Credit Tag Chain,2593722.07871,-2.60%,$0.074620
758,TRAK,TrakInvest,2586025.75465,53.27%,$0.030884
759,PTC,Pesetacoin,2583300.72372,-5.29%,$0.019074
760,PAL,PolicyPal Net...,2536912.28787,-11.40%,$0.006232
761,BDG,BitDegree,2534206.46689,1.54%,$0.007132
762,J8T,JET8,2523284.23257,-0.28%,$0.005366
763,LEDU,Education Eco...,2520988.67772,20.64%,$0.011575
764,DOW,DOWCOIN,2501931.23553,22.49%,$0.559345
765,MYST,Mysterium,2501307.76152,-0.15%,$0.106397
766,REAL,REAL,2490383.61937,5.06%,$0.247656
767,HBZ,Helbiz,2468450.97788,-0.31%,$0.003965
768,BLUE,Blue Protocol,2467881.37171,5.96%,$0.067345
769,ELIX,Elixir,2446570.50367,10.12%,$0.075953
770,XHV,Haven Protocol,2437137.89865,-5.97%,$0.545294
771,BCY,Bitcrystals,2430625.15038,-5.60%,$0.104969
772,ALIS,ALIS,2407781.41414,-6.27%,$0.061839
773,EKO,EchoLink,2406665.65439,0.88%,$0.006455
774,LIF,Winding Tree,2387398.70309,-12.51%,$0.119318
775,CEEK,CEEK VR,2382769.54707,-10.14%,$0.005909
776,1337,Elite,2381409.20735,2.74%,$0.000091
777,TRST,WeTrust,2370123.46258,-1.05%,$0.025721
778,XLR,Solaris,2349709.78214,1.38%,$1.58
779,DTH,Dether,2314442.62945,-6.67%,$0.027685
780,DGX,Digix Gold Token,2279685.77071,1.25%,$39.94
781,PINK,PinkCoin,2278066.78278,-0.44%,$0.005912
782,HKN,Hacken,2264416.05,-9.60%,$0.422607
783,SSP,Smartshare,2261818.76264,2.55%,$0.000742
784,SENC,Sentinel Chain,2253845.51848,1.71%,$0.011425
785,BETR,BetterBetting,2246750.52267,55.17%,$0.013790
786,CPC,Capricoin,2243165.81147,-1.16%,$1.13
787,SHP,Sharpe Platfo...,2238555.07952,2.15%,$0.130299
788,GBX,GoByte,2234815.70013,6.11%,$0.937976
789,NPER,NPER,2232411.18801,-11.65%,$0.044713
790,SPRTS,Sprouts,2215870.93342,8.13%,$1.4e-07
791,TX,TransferCoin,2205133.98,-2.74%,$0.333273
792,ARO,Arionum,2194192.97922,-1.73%,$0.029315
793,XSD,SounDAC,2190466.85149,-15.98%,$0.150219
794,UFR,Upfiring,2181755.67803,3.71%,$0.112230
795,LIKE,LikeCoin,2173849.46068,-1.10%,$0.004590
796,MTC,MTC Mesh Network,2167970.21373,-2.61%,$0.007918
797,QWARK,Qwark,2161379.93716,2.38%,$0.033632
798,HWC,HollyWoodCoin,2153674.46824,-0.99%,$0.264604
799,TKS,Tokes,2136654.38109,10.10%,$0.626695
800,X8X,X8X Token,2127706.46039,1.65%,$0.034984
801,BEZ,Bezop,2126023.04669,-10.41%,$0.042125
802,GEO,GeoCoin,2125001.70099,-1.63%,$0.670153
803,BRX,Breakout Stake,2112288.18116,-11.31%,$0.336991
804,FLP,FLIP,2106661.87923,0.47%,$0.037649
805,IDXM,IDEX Membership,2102066.85816,-10.29%,$1051.03
806,TTT,TrustNote,2101287.22472,-4.09%,$0.006778
807,ABY,ArtByte,2084290.67001,1.88%,$0.002630
808,FOOD,FoodCoin,2078601.0507,-2.14%,$0.005212
809,BTCZ,BitcoinZ,2072779.19799,-8.52%,$0.000816
810,SOUL,Phantasma,2072408.51426,-8.09%,$0.035527
811,AVA,Travala,2055550.79414,6.28%,$0.072952
812,CAN,CanYaCoin,2041952.18573,-1.79%,$0.046893
813,GLD,GoldCoin,2039228.8186,0.79%,$0.049442
814,BNTY,Bounty0x,2038953.61741,6.02%,$0.011483
815,IND,Indorse Token,2025862.23521,0.02%,$0.054616
816,GLA,Gladius Token,2001435.92008,-3.13%,$0.138422
817,NET,Nimiq Exchang...,1984409.38375,-0.65%,$0.188991
818,NXC,Nexium,1979884.91257,-3.80%,$0.029763
819,SCL,Sociall,1978349.11938,6.54%,$0.118365
820,CARBON,Carboncoin,1955239.89456,43.37%,$0.000127
821,2GIVE,2GIVE,1951470.67977,1.43%,$0.003751
822,PKT,Playkey,1950485.94632,-2.04%,$0.143087
823,HPC,Happycoin,1945792.07718,-9.97%,$0.126165
824,MTX,Matryx,1944234.49979,-1.47%,$0.083716
825,FLDC,FoldingCoin,1937283.57514,-0.08%,$0.002994
826,HER,HeroNode,1931735.35197,3.09%,$0.002494
827,KRM,Karma,1924747.9476,-37.58%,$0.001080
828,KB3,B3Coin,1915782.6179,-10.24%,$0.002617
829,TRC,Terracoin,1908593.33351,13.54%,$0.083216
830,STA,Starta,1890146.02545,1.53%,$0.363488
831,CBT,CommerceBlock,1869274.53182,4.51%,$0.010789
832,NSD,Nasdacoin,1866729.66714,-2.68%,$0.105205
833,IOP,Internet of P...,1855380.58103,8.27%,$0.425526
834,AMLT,AMLT,1838437.80622,0.48%,$0.021752
835,NIO,Autonio,1834339.51725,0.21%,$0.024473
836,DOV,Dovu,1826411.70938,2.27%,$0.022849
837,ADB,adbank,1822639.87993,-14.69%,$0.003141
838,ICOS,ICOS,1820928.60586,1.88%,$3.59
839,ZAP,Zap,1818753.07848,-8.12%,$0.015215
840,VIT,Vice Industry...,1784761.55044,-5.95%,$0.007735
841,USNBT,NuBits,1783028.24033,-4.24%,$0.153526
842,MYB,MyBit,1776820.58187,-9.46%,$0.022902
843,LATX,LatiumX,1775231.68658,4.06%,$0.021122
844,ARY,Block Array,1775214.95297,5.71%,$0.025942
845,ZEIT,Zeitcoin,1766896.63553,6.92%,$0.000048
846,ZEL,ZelCash,1762469.38823,-1.81%,$0.049488
847,ERC,EuropeCoin,1760207.36402,-0.23%,$0.173996
848,XBC,Bitcoin Plus,1746852.02342,-1.95%,$15.37
849,ATMOS,Atmos,1717096.24396,18.15%,$0.017058
850,PUT,Profile Utili...,1715488.88064,13.61%,$0.037878
851,FLUZ,Fluz Fluz,1708842.51699,3.57%,$0.008345
852,RED,RED,1680987.78717,2.49%,$0.012931
853,BLU,BlueCoin,1680549.28944,-6.56%,$0.002924
854,LGS,LogisCoin,1671299.29523,8.88%,$12.85
855,VIN,VINchain,1661475.47915,-5.63%,$0.003461
856,MITX,Morpheus Labs,1659551.62483,4.44%,$0.009399
857,ZLA,Zilla,1658000.28304,1.30%,$0.041485
858,INSTAR,Insights Network,1654585.46393,-7.51%,$0.012477
859,SNOV,Snovio,1651581.28621,8.29%,$0.004078
860,HQX,HOQU,1646038.94464,7.33%,$0.010892
861,INXT,Internxt,1645316.85362,-7.97%,$2.61
862,ATB,ATBCoin,1644496.40339,0.05%,$0.039119
863,RCT,RealChain,1637467.22504,1.98%,$0.005193
864,ZEPH,Zephyr,1629584.97189,-4.93%,$0.012934
865,TRF,Travelflex,1629374.21192,-5.11%,$0.020663
866,NRVE,Narrative,1625629.9228,27.99%,$0.034641
867,0xBTC,0xBitcoin,1609428.96386,9.31%,$0.537148
868,TRTT,Trittium,1606329.81986,0.89%,$0.020086
869,SXUT,Spectre.ai Ut...,1594461.03934,-1.16%,$0.065002
870,VRM,VeriumReserve,1580326.27078,8.00%,$0.892170
871,PLAY,HEROcoin,1565876.35806,22.84%,$0.013076
872,GAT,Gatcoin,1564112.38654,-0.95%,$0.002952
873,MSR,Masari,1561811.76465,-4.47%,$0.218857
874,SEND,Social Send,1552947.92802,-2.78%,$0.048417
875,TAC,Traceability ...,1540355.8884,-5.88%,$0.008339
876,MONK,Monkey Project,1515499.51217,0.14%,$0.799521
877,EVE,Devery,1513774.43539,-6.25%,$0.024059
878,YOC,Yocoin,1503225.98472,-7.20%,$0.013398
879,LND,Lendingblock,1481058.77912,-2.72%,$0.002490
880,HYP,HyperStake,1475003.53401,-2.89%,$0.001114
881,ANC,Anoncoin,1469334.82803,-1.78%,$0.696263
882,PFR,Payfair,1455404.72264,-4.51%,$0.016353
883,HGT,HelloGold,1434756.61624,2.33%,$0.005455
884,SYNX,Syndicate,1430621.83543,-4.95%,$0.073246
885,KORE,Kore,1427881.11327,-7.57%,$0.706010
886,PARETO,Pareto Network,1416161.11123,-9.07%,$0.005452
887,ONL,On.Live,1415478.23574,8.85%,$0.070154
888,SPR,SpreadCoin,1403794.47826,13.29%,$0.133174
889,PRIX,Privatix,1396356.76847,-0.47%,$1.18
890,DAR,Darcrus,1395069.82656,,$0.102576
891,DOPE,DopeCoin,1382804.77809,-2.07%,$0.011834
892,SEXC,ShareX,1377113.54081,-0.15%,$0.002133
893,WSX,WeAreSatoshi,1369906.17004,-12.17%,$0.055840
894,XPD,PetroDollar,1364877.01346,20.51%,$0.021328
895,EXCL,ExclusiveCoin,1353275.7813,17.34%,$0.281612
896,MEDIC,MedicCoin,1352552.91328,-1.61%,$0.006556
897,MEME,Memetic / Pep...,1347946.07505,-7.79%,$0.058157
898,ATL,ATLANT,1339010.05509,-4.97%,$0.035658
899,SPHR,Sphere,1338150.66193,-10.74%,$0.434050
900,TIPS,FedoraCoin,1331406.83999,1.70%,$0.000006
901,PBL,Publica,1309041.37569,0.21%,$0.070443
902,SIG,Spectiv,1304529.41986,20.20%,$0.004585
903,808,808Coin,1303635.58665,41.39%,$0.000004
904,LALA,LALA World,1295188.57214,-0.69%,$0.006778
905,EZT,EZToken,1241858.236,6.94%,$0.107941
906,XHI,HiCoin,1235174.25922,0.31%,$0.000279
907,DERO,Dero,1222300.13133,-3.07%,$0.326152
908,IPSX,IP Exchange,1219868.09906,2.59%,$0.001520
909,FTX,FintruX Network,1215092.31458,4.28%,$0.014295
910,NAVI,Naviaddress,1204260.8367,11.61%,$0.004965
911,GETX,Guaranteed Et...,1198241.76643,-17.83%,$0.003994
912,CFUN,CFun,1196094.84251,0.30%,$0.002785
913,CANN,CannabisCoin,1182149.21568,-3.15%,$0.015307
914,EGC,EverGreenCoin,1179207.87243,-3.01%,$0.086253
915,UNIT,Universal Cur...,1177016.85293,-0.47%,$0.078802
916,EBST,eBoost,1162866.82988,-2.06%,$0.058143
917,NSR,NuShares,1160464.7086,80.60%,$0.000418
918,XTL,Stellite,1147591.96678,13.78%,$0.000215
